,code,name,cl,clname,gxsj
674,002776,柏堡龙,1,策略4----高于50(向上趋势中) d50,202007112220
677,002932,明德生物,1,策略4----高于50(向上趋势中) d50,202007112220
679,002293,罗莱生活,1,策略4----高于50(向上趋势中) d50,202007112220
684,300129,泰胜风能,1,策略4----高于50(向上趋势中) d50,202007112220
688,600298,安琪酵母,1,策略4----高于50(向上趋势中) d50,202007112220
690,300469,信息发展,1,策略4----高于50(向上趋势中) d50,202007112220
695,600422,昆药集团,1,策略4----高于50(向上趋势中) d50,202007112220
697,600612,老凤祥,1,策略4----高于50(向上趋势中) d50,202007112220
700,600257,大湖股份,1,策略4----高于50(向上趋势中) d50,202007112220
707,002050,三花智控,1,策略4----高于50(向上趋势中) d50,202007112220
711,603017,中衡设计,1,策略4----高于50(向上趋势中) d50,202007112220
716,600222,太龙药业,1,策略4----高于50(向上趋势中) d50,202007112220
718,603986,兆易创新,1,策略4----高于50(向上趋势中) d50,202007112220
721,600881,亚泰集团,1,策略4----高于50(向上趋势中) d50,202007112220
724,002330,得利斯,1,策略4----高于50(向上趋势中) d50,202007112220
726,002665,首航高科,1,策略4----高于50(向上趋势中) d50,202007112220
728,600097,开创国际,1,策略4----高于50(向上趋势中) d50,202007112220
730,002566,益盛药业,1,策略4----高于50(向上趋势中) d50,202007112220
732,600521,华海药业,1,策略4----高于50(向上趋势中) d50,202007112220
737,002561,徐家汇,1,策略4----高于50(向上趋势中) d50,202007112220
739,600316,洪都航空,1,策略4----高于50(向上趋势中) d50,202007112220
742,601633,长城汽车,1,策略4----高于50(向上趋势中) d50,202007112220
745,002533,金杯电工,1,策略4----高于50(向上趋势中) d50,202007112220
747,300175,朗源股份,1,策略4----高于50(向上趋势中) d50,202007112220
751,002748,世龙实业,1,策略4----高于50(向上趋势中) d50,202007112220
753,000501,鄂武商Ａ,1,策略4----高于50(向上趋势中) d50,202007112220
755,002270,华明装备,1,策略4----高于50(向上趋势中) d50,202007112220
757,000703,恒逸石化,1,策略4----高于50(向上趋势中) d50,202007112220
759,002532,新界泵业,1,策略4----高于50(向上趋势中) d50,202007112220
761,603299,苏盐井神,1,策略4----高于50(向上趋势中) d50,202007112220
763,603063,禾望电气,1,策略4----高于50(向上趋势中) d50,202007112220
766,300439,美康生物,1,策略4----高于50(向上趋势中) d50,202007112220
770,000717,韶钢松山,1,策略4----高于50(向上趋势中) d50,202007112220
772,600284,浦东建设,1,策略4----高于50(向上趋势中) d50,202007112220
775,000877,天山股份,1,策略4----高于50(向上趋势中) d50,202007112220
777,603599,广信股份,1,策略4----高于50(向上趋势中) d50,202007112220
779,002437,誉衡药业,1,策略4----高于50(向上趋势中) d50,202007112220
784,002191,劲嘉股份,1,策略4----高于50(向上趋势中) d50,202007112220
785,002504,弘高创意,1,策略4----高于50(向上趋势中) d50,202007112220
789,000519,中兵红箭,1,策略4----高于50(向上趋势中) d50,202007112220
791,600620,天宸股份,1,策略4----高于50(向上趋势中) d50,202007112220
794,603367,辰欣药业,1,策略4----高于50(向上趋势中) d50,202007112220
796,000970,中科三环,1,策略4----高于50(向上趋势中) d50,202007112220
798,600971,恒源煤电,1,策略4----高于50(向上趋势中) d50,202007112220
799,600332,白云山,1,策略4----高于50(向上趋势中) d50,202007112220
